player,team,number,position,height,weight,last_attended,country,birthdate,experience,draft,profile_url,is_active,is_free_agent,is_retired,headshot_url,legacy
Phil Sellers,,11,Forward,6-4,195,Rutgers,USA,1953-11-20T00:00:00,1 Years,1976 #38,https://www.nba.com/player/78111/HISTADD-phil-sellers,False,False,True,,True
Rollie Seltz,,,Guard,5-10,165,Hamline,USA,1924-01-25T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/78112/HISTADD-rollie-seltz,False,False,True,,True
Frank Selvy,,11,Guard,6-2,180,Furman,USA,1932-11-09T00:00:00,9 Years,1954 #1,https://www.nba.com/player/78113/HISTADD-frank-selvy,False,False,True,,True
Jim Seminoff,,15,Guard,6-2,190,Southern California,USA,1922-09-01T00:00:00,4 Years,Undrafted #Undrafted,https://www.nba.com/player/78114/HISTADD-jim-seminoff,False,False,True,,True
Mouhamed Sene,,18,Center,6-11,230,Verviers-Pepinster,Senegal,"May 12, 1986",4 Years,2006 R1 Pick 10,https://www.nba.com/player/200754/mouhamed-sene,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/200754.png,False
George Senesky,,8,Guard,6-2,179,St. Joseph's (PA),USA,1922-04-04T00:00:00,8 Years,Undrafted #Undrafted,https://www.nba.com/player/78115/HISTADD-george-senesky,False,False,True,,True
Alperen Sengun,HOU,28,Center,6-11,243,Besiktas,Turkey,"July 25, 2002",3 Years,2021 R1 Pick 16,https://www.nba.com/player/1630578/alperen-sengun,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1630578.png,False
Brice Sensabaugh,UTA,28,Forward,6-5,235,Ohio State,USA,"October 30, 2003",1 Year,2023 R1 Pick 28,https://www.nba.com/player/1641729/brice-sensabaugh,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1641729.png,False
Kevin Seraphin,,1,Forward-Center,6-10,278,Cholet,France,"December 7, 1989",8 Years,2010 R1 Pick 17,https://www.nba.com/player/202338/kevin-seraphin,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202338.png,False
Ansu Sesay,,,Forward,6-9,225,Mississippi,USA,"July 29, 1976",4 Years,1998 R2 Pick 30,https://www.nba.com/player/1738/ansu-sesay,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1738.png,False
Ramon Sessions,,9,Guard,6-3,190,Nevada-Reno,USA,"April 11, 1986",12 Years,2007 R2 Pick 56,https://www.nba.com/player/201196/ramon-sessions,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201196.png,False
Tom Sewell,,32,Guard,6-5,185,Lamar,USA,1962-03-11T00:00:00,1 Years,1984 #22,https://www.nba.com/player/78116/HISTADD-tom-sewell,False,False,True,,True
Collin Sexton,UTA,2,Guard,6-3,190,Alabama,USA,"January 4, 1999",6 Years,2018 R1 Pick 8,https://www.nba.com/player/1629012/collin-sexton,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Paul Seymour,,5,Guard,6-1,180,Toledo,USA,1928-01-30T00:00:00,12 Years,Undrafted #Undrafted,https://www.nba.com/player/78117/HISTADD-paul-seymour,False,False,True,,True
Nick Shaback,,,Guard,5-11,180,James Monroe HS (NY),USA,1918-09-10T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/78118/HISTADD-nick-shaback,False,False,True,,True
Charles Shackleford,,33,Center,6-11,245,North Carolina State,USA,"April 22, 1966",6 Years,1988 R2 Pick 32,https://www.nba.com/player/1593/charles-shackleford,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1593.png,False
Carl Shaeffer,,,Guard,6-3,185,Alabama,USA,1924-10-25T00:00:00,2 Years,Undrafted #Undrafted,https://www.nba.com/player/78120/HISTADD-carl-shaeffer,False,False,True,,True
Lee Shaffer,,22,Forward,6-7,220,North Carolina,USA,1939-02-23T00:00:00,3 Years,1960 #5,https://www.nba.com/player/78121/HISTADD-lee-shaffer,False,False,True,,True
Mustafa Shakur,,,Guard,6-3,190,Arizona,USA,"August 18, 1984",3 Years,Undrafted,https://www.nba.com/player/201203/mustafa-shakur,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201203.png,False
Landry Shamet,NYK,44,Guard,6-4,190,Wichita State,USA,"March 13, 1997",6 Years,2018 R1 Pick 26,https://www.nba.com/player/1629013/landry-shamet,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1629013.png,False
God Shammgod,,2,Guard,6-0,169,Providence,USA,"April 29, 1976",1 Year,1997 R2 Pick 45,https://www.nba.com/player/1539/god-shammgod,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1539.png,False
Earl Shannon,,,Guard,5-11,170,Rhode Island,USA,1921-11-23T00:00:00,3 Years,Undrafted #Undrafted,https://www.nba.com/player/78123/HISTADD-earl-shannon,False,False,True,,True
Howie Shannon,,8,Guard,6-2,175,Kansas State,USA,1923-06-10T00:00:00,2 Years,1949 #1,https://www.nba.com/player/78124/HISTADD-howie-shannon,False,False,True,,True
Terrence Shannon Jr.,MIN,00,Guard-Forward,6-6,215,Illinois,USA,"July 30, 2000",Rookie,2024 R1 Pick 27,https://www.nba.com/player/1630545/terrence-shannon-jr,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1630545.png,False
Charlie Share,,13,Center,6-11,235,Bowling Green,USA,1927-03-14T00:00:00,9 Years,1950 #1,https://www.nba.com/player/78125/HISTADD-charlie-share,False,False,True,,True
Bill Sharman,,21,Guard,6-1,175,Southern California,USA,1926-05-25,11 Years,1950,https://www.nba.com/player/78126/HISTADD-bill-sharman,False,False,True,,True
Day'Ron Sharpe,BKN,20,Center,6-9,265,North Carolina,USA,"November 6, 2001",3 Years,2021 R1 Pick 29,https://www.nba.com/player/1630549/dayron-sharpe,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Shaedon Sharpe,POR,17,Guard,6-5,208,Kentucky,Canada,"May 30, 2003",2 Years,2022 R1 Pick 7,https://www.nba.com/player/1631101/shaedon-sharpe,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Walter Sharpe,,42,Forward,6-9,245,Alabama-Birmingham,USA,"July 18, 1986",2 Years,2008 R2 Pick 32,https://www.nba.com/player/201594/walter-sharpe,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
John Shasky,,55,Center,6-11,235,Minnesota,USA,"July 31, 1964",3 Years,1986 R3 Pick 61,https://www.nba.com/player/1117/john-shasky,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1117.png,False
Ron Shavlik,,16,Forward,6-8,200,North Carolina State,USA,1933-12-04T00:00:00,2 Years,1956 #4,https://www.nba.com/player/78128/HISTADD-ron-shavlik,False,False,True,,True
Brian Shaw,,20,Guard,6-6,200,California-Santa Barbara,USA,"March 22, 1966",15 Years,1988 R1 Pick 24,https://www.nba.com/player/216/brian-shaw,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/216.png,False
Casey Shaw,,53,Center,6-11,255,Toledo,USA,"July 20, 1975",2 Years,1998 R2 Pick 37,https://www.nba.com/player/1745/casey-shaw,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1745.png,False
Marial Shayok,,35,Guard-Forward,6-5,198,Iowa State,Canada,"July 26, 1995",2 Years,2019 R2 Pick 54,https://www.nba.com/player/1629621/marial-shayok,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629621.png,False
Bob Shea,,,Forward,6-2,194,Rhode Island,USA,1924-09-11T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/78130/HISTADD-bob-shea,False,False,True,,True
Jamal Shead,TOR,23,Guard,6-1,200,Houston,USA,"July 24, 2002",Rookie,2024 R2 Pick 45,https://www.nba.com/player/1642347/jamal-shead,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1642347.png,False
Fred Sheffield,,4,Forward,6-2,165,Utah,USA,1923-11-05T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/78131/HISTADD-fred-sheffield,False,False,True,,True
Craig Shelton,,11,Forward,6-7,210,Georgetown,USA,1957-05-01T00:00:00,2 Years,1980 #28,https://www.nba.com/player/78132/HISTADD-craig-shelton,False,False,True,,True
Lonnie Shelton,,8,Forward,6-8,240,Oregon State,USA,1955-10-19T00:00:00,10 Years,1976 #25,https://www.nba.com/player/78133/HISTADD-lonnie-shelton,False,False,True,,True
Tornike Shengelia,,,Forward,6-9,220,Spirou Charleroi,Georgia,"October 5, 1991",2 Years,2012 R2 Pick 54,https://www.nba.com/player/203129/tornike-shengelia,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203129.png,False
Ben Sheppard,IND,26,Guard,6-6,190,Belmont,USA,"July 16, 2001",1 Year,2023 R1 Pick 26,https://www.nba.com/player/1641767/ben-sheppard,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Jeff Sheppard,,,Guard,6-3,190,Kentucky,USA,"December 29, 1974",1 Year,Undrafted,https://www.nba.com/player/1852/jeff-sheppard,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1852.png,False
Reed Sheppard,HOU,15,Guard,6-2,185,Kentucky,USA,"June 24, 2004",Rookie,2024 R1 Pick 3,https://www.nba.com/player/1642263/reed-sheppard,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Steve Sheppard,,27,Forward,6-6,215,Maryland,USA,1954-03-21T00:00:00,2 Years,1977 #30,https://www.nba.com/player/78135/HISTADD-bear-sheppard,False,False,True,,True
Edmund Sherod,,13,Guard,6-2,170,Virginia Commonwealth,USA,1959-09-13T00:00:00,1 Years,1981 #72,https://www.nba.com/player/78136/HISTADD-edmund-sherod,False,False,True,,True
Charlie Shipp,,,Guard,6-1,200,Catholic,USA,"December 3, 1913",1 Year,Undrafted,https://www.nba.com/player/78653/charlie-shipp,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/78653.png,False
Paul Shirley,,17,Forward,6-10,230,Iowa State,USA,"December 23, 1977",4 Years,Undrafted,https://www.nba.com/player/2321/paul-shirley,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2321.png,False
Gene Short,,20,Forward,6-6,200,Jackson State,USA,1953-08-07T00:00:00,1 Years,1975 #9,https://www.nba.com/player/78138/HISTADD-gene-short,False,False,True,,True
Purvis Short,,45,Forward,6-7,210,Jackson State,USA,1957-07-02T00:00:00,12 Years,1978 #5,https://www.nba.com/player/78139/HISTADD-purvis-short,False,False,True,,True
Dexter Shouse,,14,Forward,6-2,200,South Alabama,USA,1963-03-24T00:00:00,1 Years,1985 #92,https://www.nba.com/player/78140/HISTADD-dexter-shouse,False,False,True,,True
Dick Shrider,,7,Guard,6-2,190,Ohio,USA,1923-02-07,1 Years,1948,https://www.nba.com/player/78141/HISTADD-dick-shrider,False,False,True,,True
Gene Shue,,12,Guard,6-2,170,Maryland,USA,1931-12-18T00:00:00,10 Years,1954 #3,https://www.nba.com/player/78142/HISTADD-gene-shue,False,False,True,,True
John Shumate,,34,Forward,6-9,235,Notre Dame,USA,1952-04-06T00:00:00,5 Years,1974 #4,https://www.nba.com/player/78143/HISTADD-john-shumate,False,False,True,,True
Iman Shumpert,,,Guard,6-5,212,Georgia Tech,USA,"June 26, 1990",10 Years,2011 R1 Pick 17,https://www.nba.com/player/202697/iman-shumpert,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202697.png,False
Alexey Shved,,1,Guard,6-6,187,CSKA Moscow,Russia,"December 16, 1988",3 Years,Undrafted,https://www.nba.com/player/203144/alexey-shved,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203144.png,False
Pascal Siakam,IND,43,Forward,6-8,245,New Mexico State,Cameroon,"April 2, 1994",8 Years,2016 R1 Pick 27,https://www.nba.com/player/1627783/pascal-siakam,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Jordan Sibert,,,Guard,6-4,187,Dayton,USA,"August 1, 1992",2 Years,2015,https://www.nba.com/player/1626296/jordan-sibert,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1626296.png,False
Sam Sibert,,25,Forward,6-7,215,Kentucky State,USA,1949-02-11T00:00:00,1 Years,1972 #19,https://www.nba.com/player/78144/HISTADD-sam-sibert,False,False,True,,True
Mark Sibley,,11,Guard,6-2,175,Northwestern,USA,1950-11-13T00:00:00,1 Years,1973 #64,https://www.nba.com/player/78145/HISTADD-mark-sibley,False,False,True,,True
Jerry Sichting,,12,Guard,6-1,168,Purdue,USA,1956-11-29T00:00:00,10 Years,1979 #82,https://www.nba.com/player/78146/HISTADD-jerry-sichting,False,False,True,,True
Larry Siegfried,,20,Guard,6-3,190,Ohio State,USA,1939-05-22T00:00:00,9 Years,1961 #3,https://www.nba.com/player/78147/HISTADD-larry-siegfried,False,False,True,,True
Ralph Siewert,,,Center,7-1,230,Dakota Wesleyan,USA,1923-12-31T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/78148/HISTADD-sky-siewert,False,False,True,,True
Jack Sikma,,43,Center,6-11,230,Illinois Wesleyan,USA,1955-11-14T00:00:00,14 Years,1977 #8,https://www.nba.com/player/78149/HISTADD-jack-sikma,False,False,True,,True
James Silas,,13,Guard,6-1,180,Stephen F. Austin,USA,1949-02-11T00:00:00,6 Years,1972 #70,https://www.nba.com/player/78150/HISTADD-james-silas,False,False,True,,True
Paul Silas,,36,Forward,6-7,220,Creighton,USA,1943-07-12T00:00:00,16 Years,1964 #10,https://www.nba.com/player/78151/HISTADD-paul-silas,False,False,True,,True
Xavier Silas,,9,Guard,6-5,205,Northern Illinois,USA,"January 22, 1988",3 Years,2011,https://www.nba.com/player/202918/xavier-silas,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202918.png,False
Garret Siler,,20,Center,6-11,305,Augusta State,USA,"October 25, 1986",2 Years,Undrafted,https://www.nba.com/player/202081/garret-siler,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202081.png,False
Mike Silliman,,4-27,Forward,6-6,225,Army,USA,1944-05-04T00:00:00,1 Years,1966 #69,https://www.nba.com/player/78152/HISTADD-mike-silliman,False,False,True,,True
Chris Silva,,,Forward,6-8,234,South Carolina,Gabon,"September 19, 1996",5 Years,Undrafted,https://www.nba.com/player/1629735/chris-silva,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629735.png,False
Wayne Simien,,25,Forward,6-9,250,Kansas,USA,"March 9, 1983",3 Years,2005 R1 Pick 29,https://www.nba.com/player/101134/wayne-simien,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/101134.png,False
Ben Simmons,LAC,25,Guard-Forward,6-10,240,Louisiana State,Australia,"July 20, 1996",6 Years,2016 R1 Pick 1,https://www.nba.com/player/1627732/ben-simmons,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1627732.png,False
Bobby Simmons,,21,Forward,6-6,235,DePaul,USA,"June 2, 1980",11 Years,2001 R2 Pick 41,https://www.nba.com/player/2250/bobby-simmons,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2250.png,False
Cedric Simmons,,15,Forward,6-9,235,North Carolina State,USA,"January 3, 1986",4 Years,2006 R1 Pick 15,https://www.nba.com/player/200759/cedric-simmons,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/200759.png,False
Connie Simmons,,4,Center,6-8,222,Flushing HS (NY),USA,1925-03-15T00:00:00,10 Years,Undrafted #Undrafted,https://www.nba.com/player/78153/HISTADD-connie-simmons,False,False,True,,True
Johnny Simmons,,6,Guard,6-1,184,New York University,USA,1924-07-07T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/78154/HISTADD-johnny-simmons,False,False,True,,True
Jonathon Simmons,,14,Forward,6-6,195,Houston,USA,"September 14, 1989",5 Years,2012 R0 Pick 0,https://www.nba.com/player/203613/jonathon-simmons,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203613.png,False
Kobi Simmons,,,Guard,6-5,180,Arizona,USA,"July 4, 1997",4 Years,Undrafted,https://www.nba.com/player/1628424/kobi-simmons,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628424.png,False
Lionel Simmons,,22,Forward,6-7,210,La Salle,USA,"November 14, 1968",7 Years,1990 R1 Pick 7,https://www.nba.com/player/1489/lionel-simmons,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1489.png,False
Miles Simon,,32,Guard,6-3,202,Arizona,USA,"November 21, 1975",2 Years,1998 R2 Pick 42,https://www.nba.com/player/1750/miles-simon,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1750.png,False
Marko Simonovic,,19,Center,7-0,220,Mega Basket,Montenegro,"October 15, 1999",3 Years,2020 R2 Pick 44,https://www.nba.com/player/1630250/marko-simonovic,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630250.png,False
Anfernee Simons,POR,1,Guard,6-3,200,Edgewater HS (FL),USA,"June 8, 1999",6 Years,2018 R1 Pick 24,https://www.nba.com/player/1629014/anfernee-simons,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Dickey Simpkins,,,Forward,,,Providence,USA,"April 6, 1972",7 Years,1994 R1 Pick 21,https://www.nba.com/player/54/dickey-simpkins,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/54.png,False
Diamon Simpson,,20,Forward,6-7,230,St. Mary's (CA),USA,"September 8, 1987",2 Years,Undrafted,https://www.nba.com/player/202067/diamon-simpson,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202067.png,False
KJ Simpson,CHA,25,Guard,6-0,189,Colorado,USA,"August 8, 2002",Rookie,2024 R2 Pick 42,https://www.nba.com/player/1642354/kj-simpson,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Ralph Simpson,,44,Guard,6-5,200,Michigan State,USA,1949-08-10T00:00:00,4 Years,1972 #11,https://www.nba.com/player/78157/HISTADD-ralph-simpson,False,False,True,,True
Zavier Simpson,,,Guard,6-0,190,Michigan,USA,"February 11, 1997",2 Years,Undrafted,https://www.nba.com/player/1630285/zavier-simpson,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630285.png,False
Alvin Sims,,,Guard,6-4,235,Louisville,USA,"October 18, 1974",1 Year,Undrafted,https://www.nba.com/player/1591/alvin-sims,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1591.png,False
Bob Sims,,12,Forward,6-5,220,Pepperdine,USA,1938-10-09T00:00:00,1 Years,1960 #54,https://www.nba.com/player/78160/HISTADD-bob-sims,False,False,True,,True
Courtney Sims,,,Center,6-11,245,Michigan,USA,"October 21, 1983",3 Years,Undrafted,https://www.nba.com/player/201235/courtney-sims,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201235.png,False
Doug Sims,,11,Forward,6-7,195,Kent State,USA,1943-06-29T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/78159/HISTADD-doug-sims,False,False,True,,True
Henry Sims,,14,Center-Forward,6-10,248,Georgetown,USA,"March 27, 1990",5 Years,Undrafted,https://www.nba.com/player/203156/henry-sims,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203156.png,False
Jaylen Sims,,,Guard,6-6,210,UNC-Wilmington,USA,"December 11, 1998",Rookie,Undrafted,https://www.nba.com/player/1631301/jaylen-sims,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Jericho Sims,MIL,00,Center,6-10,250,Texas,USA,"October 20, 1998",3 Years,2021 R2 Pick 58,https://www.nba.com/player/1630579/jericho-sims,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Scott Sims,,20,Guard,6-1,170,Missouri,USA,1955-04-18T00:00:00,1 Years,1977 #103,https://www.nba.com/player/78161/HISTADD-scott-sims,False,False,True,,True
Kyle Singler,,15,Forward,6-8,228,Duke,USA,"May 4, 1988",6 Years,2011 R2 Pick 33,https://www.nba.com/player/202713/kyle-singler,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202713.png,False
Sean Singletary,,44,Guard,6-0,185,Virginia,USA,"September 6, 1985",2 Years,2008 R2 Pick 42,https://www.nba.com/player/201606/sean-singletary,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201606.png,False
Chris Singleton,,31,Forward,6-9,228,Florida State,USA,"November 21, 1989",3 Years,2011 R1 Pick 18,https://www.nba.com/player/202698/chris-singleton,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202698.png,False
James Singleton,,3,Forward,6-8,230,Murray State,USA,"July 20, 1981",6 Years,Undrafted,https://www.nba.com/player/101189/james-singleton,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/101189.png,False
Mckinley Singleton,,26,Forward,6-5,175,Alabama-Birmingham,USA,1961-10-29T00:00:00,1 Years,1984 #120,https://www.nba.com/player/78162/HISTADD-mckinley-singleton,False,False,True,,True
Zeke Sinicola,,5,Guard,5-10,165,Niagara,USA,1929-01-25T00:00:00,2 Years,1951 #4,https://www.nba.com/player/78163/HISTADD-zeke-sinicola,False,False,True,,True
Deividas Sirvydis,,,Forward-Guard,6-8,190,Lietuvos rytas Vilnius,Lithuania,"June 10, 2000",3 Years,2019 R2 Pick 37,https://www.nba.com/player/1629686/deividas-sirvydis,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629686.png,False
Charlie Sitton,,52,Forward,6-8,210,Oregon State,USA,1962-07-03T00:00:00,1 Years,1984 #38,https://www.nba.com/player/78164/HISTADD-charlie-sitton,False,False,True,,True
Peyton Siva,,34,Guard,6-0,185,Louisville,USA,"October 24, 1990",1 Year,2013 R2 Pick 56,https://www.nba.com/player/203491/peyton-siva,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203491.png,False
Dmytro Skapintsev,,,Center,7-1,215,SK Cherkasy Monkey,Ukraine,"May 12, 1998",2 Years,Undrafted,https://www.nba.com/player/1631376/dmytro-skapintsev,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Scott Skiles,,5,Guard,6-1,180,Michigan State,USA,"March 5, 1964",10 Years,1986 R1 Pick 22,https://www.nba.com/player/101/scott-skiles,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/101.png,False
Al Skinner,,30,Guard,6-3,190,Massachusetts,USA,1952-06-16T00:00:00,4 Years,1974 #160,https://www.nba.com/player/78167/HISTADD-al-skinner,False,False,True,,True
Brian Skinner,,,Forward-Center,6-9,255,Baylor,USA,"May 19, 1976",14 Years,1998 R1 Pick 22,https://www.nba.com/player/1730/brian-skinner,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1730.png,False
Talvin Skinner,,22,Forward,6-5,195,Maryland-Eastern Shore,USA,1952-09-10T00:00:00,2 Years,1974 #44,https://www.nba.com/player/78168/HISTADD-tab-skinner,False,False,True,,True
Whitey Skoog,,20,Guard,5-11,180,Minnesota,USA,1926-11-02,6 Years,1951,https://www.nba.com/player/78169/HISTADD-whitey-skoog,False,False,True,,True
Jeff Slade,,34,Forward,6-6,220,Kenyon,USA,1941-03-01T00:00:00,1 Years,1962 #85,https://www.nba.com/player/78170/HISTADD-jeff-slade,False,False,True,,True
Reggie Slater,,35,Forward,6-7,255,Wyoming,USA,"August 27, 1970",9 Years,Undrafted,https://www.nba.com/player/1073/reggie-slater,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1073.png,False
Jim Slaughter,,,Center,6-11,210,South Carolina,USA,1928-05-13T00:00:00,1 Years,1951 #31,https://www.nba.com/player/78171/HISTADD-jim-slaughter,False,False,True,,True
Jose Slaughter,,21,Guard,6-5,205,Portland,USA,1960-09-09T00:00:00,1 Years,1982 #43,https://www.nba.com/player/78172/HISTADD-jose-slaughter,False,False,True,,True
Jalen Slawson,,18,Forward,6-7,215,Furman,USA,"October 22, 1999",2 Years,2023 R2 Pick 54,https://www.nba.com/player/1641771/jalen-slawson,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Tamar Slay,,,Guard,6-8,220,Marshall,USA,"April 2, 1980",4 Years,2002 R2 Pick 53,https://www.nba.com/player/2447/tamar-slay,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2447.png,False
Donald Sloan,,15,Guard,6-3,205,Texas A&M,USA,"January 15, 1988",6 Years,Undrafted,https://www.nba.com/player/202388/donald-sloan,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202388.png,False
Jerry Sloan,,4,Guard,6-5,195,Evansville,USA,1942-03-28T00:00:00,11 Years,1965 #4,https://www.nba.com/player/78173/HISTADD-jerry-sloan,False,False,True,,True
Uros Slokar,,10,Forward,6-10,238,Benetton Treviso,Slovenia,"May 14, 1983",2 Years,2005 R2 Pick 58,https://www.nba.com/player/101166/uros-slokar,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/101166.png,False
Tom Sluby,,7,Guard,6-4,200,Notre Dame,USA,1962-02-18T00:00:00,1 Years,1984 #41,https://www.nba.com/player/78174/HISTADD-tom-sluby,False,False,True,,True
Alen Smailagic,,6,Forward,6-10,215,Beko,Serbia,"August 18, 2000",3 Years,2019 R2 Pick 39,https://www.nba.com/player/1629346/alen-smailagic,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629346.png,False
Javonte Smart,,,Guard,6-4,205,Louisiana State,USA,"June 3, 1999",3 Years,Undrafted,https://www.nba.com/player/1630606/javonte-smart,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Keith Smart,,3,Guard,6-1,175,Indiana,USA,1964-09-21T00:00:00,1 Years,1988 #41,https://www.nba.com/player/78175/HISTADD-keith-smart,False,False,True,,True
Marcus Smart,WAS,36,Guard,6-3,220,Oklahoma State,USA,"March 6, 1994",10 Years,2014 R1 Pick 6,https://www.nba.com/player/203935/marcus-smart,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Belus Smawley,,,Guard,6-1,195,Appalachian State,USA,1918-03-20T00:00:00,6 Years,Undrafted #Undrafted,https://www.nba.com/player/78176/HISTADD-belus-smawley,False,False,True,,True
Jack Smiley,,,Guard,6-3,190,Illinois,USA,1922-12-22T00:00:00,2 Years,Undrafted #Undrafted,https://www.nba.com/player/78177/HISTADD-smiles-smiley,False,False,True,,True
Adrian Smith,,10,Guard,6-1,180,Kentucky,USA,1936-10-05T00:00:00,10 Years,1958 #85,https://www.nba.com/player/78178/HISTADD-odie-smith,False,False,True,,True
Bill Smith,,43,Center,7-0,220,Syracuse,USA,1949-02-14T00:00:00,2 Years,1971 #42,https://www.nba.com/player/78207/HISTADD-bill-smith,False,False,True,,True
Bill Smith,,,Forward,6-5,190,St. Peter's,USA,1939-04-26T00:00:00,1 Years,1961 #42,https://www.nba.com/player/78209/HISTADD-bill-f-smith,False,False,True,,True
Bingo Smith,,7,Forward,6-5,195,Tulsa,USA,1946-02-26T00:00:00,11 Years,1969 #6,https://www.nba.com/player/78202/HISTADD-bingo-smith,False,False,True,,True
Bobby Smith,,21,Guard,6-4,190,West Virginia,USA,1937-08-20T00:00:00,2 Years,1959 #18,https://www.nba.com/player/78203/HISTADD-bobby-smith,False,False,True,,True
Charles Smith,,54,Forward,6-10,244,Pittsburgh,USA,"July 16, 1965",9 Years,1988 R1 Pick 3,https://www.nba.com/player/293/charles-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/293.png,False
Charles Smith,,,Guard,6-4,200,New Mexico,USA,"August 22, 1975",5 Years,1997 R1 Pick 26,https://www.nba.com/player/1520/charles-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1520.png,False
