season,season_start,season_end,award,team_rank,player,player_id,position,lg,voting,age,tm,g,mp,pts,trb,ast,stl,blk,fgpct,3ppct,ftpct,ws,ws_48,9999,coach,w,l,w_lpct,games
2003-04,2003,2004,all_league_teams,2nd,Tracy McGrady,mcgratr01,G,NBA,,,,,,,,,,,,,,,,,,,,,
2003-04,2003,2004,all_league_teams,3rd,Michael Redd,reddmi010,G,NBA,,,,,,,,,,,,,,,,,,,,,
2002-03,2002,2003,all_league_teams,1st,Tracy McGrady,mcgratr01,G,NBA,,,,,,,,,,,,,,,,,,,,,
2002-03,2002,2003,all_league_teams,2nd,Jason Kidd,kiddja010,G,NBA,,,,,,,,,,,,,,,,,,,,,
2002-03,2002,2003,all_league_teams,3rd,Steve Nash,nashst010,G,NBA,,,,,,,,,,,,,,,,,,,,,
2001-02,2001,2002,all_league_teams,1st,Jason Kidd,kiddja010,G,NBA,,,,,,,,,,,,,,,,,,,,,
2001-02,2001,2002,all_league_teams,2nd,Gary Payton,paytoga01,G,NBA,,,,,,,,,,,,,,,,,,,,,
2001-02,2001,2002,all_league_teams,3rd,Paul Pierce,piercpa01,G,NBA,,,,,,,,,,,,,,,,,,,,,
2000-01,2000,2001,all_league_teams,1st,Jason Kidd,kiddja010,G,NBA,,,,,,,,,,,,,,,,,,,,,
2000-01,2000,2001,all_league_teams,2nd,Tracy McGrady,mcgratr01,G,NBA,,,,,,,,,,,,,,,,,,,,,
2000-01,2000,2001,all_league_teams,3rd,Gary Payton,paytoga01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1999-00,1999,2000,all_league_teams,1st,Gary Payton,paytoga01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1999-00,1999,2000,all_league_teams,2nd,Allen Iverson,iversal01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1999-00,1999,2000,all_league_teams,3rd,Stephon Marbury,marbust01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1998-99,1998,2099,all_league_teams,1st,Jason Kidd,kiddja010,G,NBA,,,,,,,,,,,,,,,,,,,,,
1998-99,1998,2099,all_league_teams,2nd,Gary Payton,paytoga01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1998-99,1998,2099,all_league_teams,3rd,John Stockton,stockjo01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1997-98,1997,2098,all_league_teams,1st,Gary Payton,paytoga01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1997-98,1997,2098,all_league_teams,2nd,Rod Strickland,stricro01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1997-98,1997,2098,all_league_teams,3rd,Mitch Richmond,richmmi01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1996-97,1996,2097,all_league_teams,1st,Michael Jordan,jordami01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1996-97,1996,2097,all_league_teams,2nd,Mitch Richmond,richmmi01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1996-97,1996,2097,all_league_teams,3rd,John Stockton,stockjo01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1995-96,1995,2096,all_league_teams,1st,Michael Jordan,jordami01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1995-96,1995,2096,all_league_teams,2nd,John Stockton,stockjo01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1995-96,1995,2096,all_league_teams,3rd,Mitch Richmond,richmmi01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1994-95,1994,2095,all_league_teams,1st,John Stockton,stockjo01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1994-95,1994,2095,all_league_teams,2nd,Mitch Richmond,richmmi01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1994-95,1994,2095,all_league_teams,3rd,Reggie Miller,millere01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1993-94,1993,2094,all_league_teams,1st,John Stockton,stockjo01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1993-94,1993,2094,all_league_teams,2nd,Mitch Richmond,richmmi01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1993-94,1993,2094,all_league_teams,3rd,Mark Price,pricema01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1992-93,1992,2093,all_league_teams,1st,Mark Price,pricema01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1992-93,1992,2093,all_league_teams,2nd,John Stockton,stockjo01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1992-93,1992,2093,all_league_teams,3rd,Dražen Petrović,draženpetrović_na,G,NBA,,,,,,,,,,,,,,,,,,,,,
1991-92,1991,2092,all_league_teams,1st,Michael Jordan,jordami01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1991-92,1991,2092,all_league_teams,2nd,John Stockton,stockjo01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1991-92,1991,2092,all_league_teams,3rd,Mark Price,pricema01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1990-91,1990,2091,all_league_teams,1st,Michael Jordan,jordami01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1990-91,1990,2091,all_league_teams,2nd,Kevin Johnson,johnske06,G,NBA,,,,,,,,,,,,,,,,,,,,,
1990-91,1990,2091,all_league_teams,3rd,John Stockton,stockjo01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1989-90,1989,2090,all_league_teams,1st,Michael Jordan,jordami01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1989-90,1989,2090,all_league_teams,2nd,John Stockton,stockjo01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1989-90,1989,2090,all_league_teams,3rd,Joe Dumars,dumarjo01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1988-89,1988,2089,all_league_teams,1st,Michael Jordan,jordami01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1988-89,1988,2089,all_league_teams,2nd,John Stockton,stockjo01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1988-89,1988,2089,all_league_teams,3rd,Mark Price,pricema01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1987-88,1987,2088,all_league_teams,1st,Michael Jordan,jordami01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1987-88,1987,2088,all_league_teams,2nd,John Stockton,stockjo01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1986-87,1986,2087,all_league_teams,1st,Michael Jordan,jordami01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1986-87,1986,2087,all_league_teams,2nd,Isiah Thomas,thomais02,G,NBA,,,,,,,,,,,,,,,,,,,,,
1985-86,1985,2086,all_league_teams,1st,Isiah Thomas,thomais02,G,NBA,,,,,,,,,,,,,,,,,,,,,
1985-86,1985,2086,all_league_teams,2nd,Alvin Robertson,roberal01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1984-85,1984,2085,all_league_teams,1st,Isiah Thomas,thomais02,G,NBA,,,,,,,,,,,,,,,,,,,,,
1984-85,1984,2085,all_league_teams,2nd,Sidney Moncrief,moncrsi01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1983-84,1983,2084,all_league_teams,1st,Isiah Thomas,thomais02,G,NBA,,,,,,,,,,,,,,,,,,,,,
1983-84,1983,2084,all_league_teams,2nd,Jim Paxson,paxsoji01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1982-83,1982,2083,all_league_teams,1st,Sidney Moncrief,moncrsi01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1982-83,1982,2083,all_league_teams,2nd,Isiah Thomas,thomais02,G,NBA,,,,,,,,,,,,,,,,,,,,,
1981-82,1981,2082,all_league_teams,1st,Gus Williams,willigu01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1981-82,1981,2082,all_league_teams,2nd,Sidney Moncrief,moncrsi01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1980-81,1980,2081,all_league_teams,1st,Dennis Johnson,johnsde02,G,NBA,,,,,,,,,,,,,,,,,,,,,
1980-81,1980,2081,all_league_teams,2nd,Otis Birdsong,birdsot01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1979-80,1979,2080,all_league_teams,1st,Paul Westphal,westppa01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1979-80,1979,2080,all_league_teams,2nd,Gus Williams,willigu01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1978-79,1978,2079,all_league_teams,1st,Paul Westphal,westppa01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1978-79,1978,2079,all_league_teams,2nd,World B. Free,worldb.free_na,G,NBA,,,,,,,,,,,,,,,,,,,,,
1977-78,1977,2078,all_league_teams,1st,David Thompson,thompda01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1977-78,1977,2078,all_league_teams,2nd,Paul Westphal,westppa01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1976-77,1976,2077,all_league_teams,1st,Paul Westphal,westppa01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1976-77,1976,2077,all_league_teams,2nd,Jo Jo White,jojowhite_na,G,NBA,,,,,,,,,,,,,,,,,,,,,
1975-76,1975,2076,all_league_teams,1st,Pete Maravich,maravpe01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1975-76,1975,2076,all_league_teams,2nd,Randy Smith,smithra01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1975-76,1975,2076,all_league_teams,1st,Ralph Simpson,simpsra01,G,ABA,,,,,,,,,,,,,,,,,,,,,
1975-76,1975,2076,all_league_teams,2nd,George Gervin,gervige01,G,ABA,,,,,,,,,,,,,,,,,,,,,
1974-75,1974,2075,all_league_teams,1st,Walt Frazier,fraziwa01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1974-75,1974,2075,all_league_teams,2nd,Jo Jo White,jojowhite_na,G,NBA,,,,,,,,,,,,,,,,,,,,,
1974-75,1974,2075,all_league_teams,1st,Mack Calvin,calvima01,G,ABA,,,,,,,,,,,,,,,,,,,,,
1974-75,1974,2075,all_league_teams,2nd,Brian Taylor,taylobr01,G,ABA,,,,,,,,,,,,,,,,,,,,,
1973-74,1973,2074,all_league_teams,1st,Gail Goodrich,goodrga01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1973-74,1973,2074,all_league_teams,2nd,Norm Van Lier,vanno0100,G,NBA,,,,,,,,,,,,,,,,,,,,,
1973-74,1973,2074,all_league_teams,1st,Jimmy Jones,jonesji01,G,ABA,,,,,,,,,,,,,,,,,,,,,
1973-74,1973,2074,all_league_teams,2nd,Louie Dampier,louiedampier_na,G,ABA,,,,,,,,,,,,,,,,,,,,,
1972-73,1972,2073,all_league_teams,1st,Jerry West,westje010,G,NBA,,,,,,,,,,,,,,,,,,,,,
1972-73,1972,2073,all_league_teams,2nd,Pete Maravich,maravpe01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1972-73,1972,2073,all_league_teams,1st,Jimmy Jones,jonesji01,G,ABA,,,,,,,,,,,,,,,,,,,,,
1972-73,1972,2073,all_league_teams,2nd,Ralph Simpson,simpsra01,G,ABA,,,,,,,,,,,,,,,,,,,,,
1971-72,1971,2072,all_league_teams,1st,Jerry West,westje010,G,NBA,,,,,,,,,,,,,,,,,,,,,
1971-72,1971,2072,all_league_teams,2nd,Archie Clark,clarkar01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1971-72,1971,2072,all_league_teams,1st,Bill Melchionni,melchbi01,G,ABA,,,,,,,,,,,,,,,,,,,,,
1971-72,1971,2072,all_league_teams,2nd,Ralph Simpson,simpsra01,G,ABA,,,,,,,,,,,,,,,,,,,,,
1970-71,1970,2071,all_league_teams,1st,Jerry West,westje010,G,NBA,,,,,,,,,,,,,,,,,,,,,
1970-71,1970,2071,all_league_teams,2nd,Oscar Robertson,roberos01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1970-71,1970,2071,all_league_teams,1st,Charlie Scott,scottch01,G,ABA,,,,,,,,,,,,,,,,,,,,,
1970-71,1970,2071,all_league_teams,2nd,Zelmo Beaty C Dan Issel C (T),zelmobeatycdanisselc(t)_na,,ABA,,,,,,,,,,,,,,,,,,,,,
1969-70,1969,2070,all_league_teams,1st,Jerry West,westje010,G,NBA,,,,,,,,,,,,,,,,,,,,,
1969-70,1969,2070,all_league_teams,2nd,Oscar Robertson,roberos01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1969-70,1969,2070,all_league_teams,1st,Bob Verga,vergabo01,G,ABA,,,,,,,,,,,,,,,,,,,,,
1969-70,1969,2070,all_league_teams,2nd,Donnie Freeman,freemdo01,G,ABA,,,,,,,,,,,,,,,,,,,,,
1968-69,1968,2069,all_league_teams,1st,Oscar Robertson,roberos01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1968-69,1968,2069,all_league_teams,2nd,Jerry West,westje010,G,NBA,,,,,,,,,,,,,,,,,,,,,
1968-69,1968,2069,all_league_teams,1st,Larry Jones,jonesla01,G,ABA,,,,,,,,,,,,,,,,,,,,,
1968-69,1968,2069,all_league_teams,2nd,Donnie Freeman,freemdo01,G,ABA,,,,,,,,,,,,,,,,,,,,,
1967-68,1967,2068,all_league_teams,1st,Oscar Robertson,roberos01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1967-68,1967,2068,all_league_teams,2nd,Jerry West,westje010,G,NBA,,,,,,,,,,,,,,,,,,,,,
1967-68,1967,2068,all_league_teams,1st,Charles Williams,charleswilliams_na,G,ABA,,,,,,,,,,,,,,,,,,,,,
1967-68,1967,2068,all_league_teams,2nd,Louie Dampier,louiedampier_na,G,ABA,,,,,,,,,,,,,,,,,,,,,
1966-67,1966,2067,all_league_teams,1st,Jerry West,westje010,G,NBA,,,,,,,,,,,,,,,,,,,,,
1966-67,1966,2067,all_league_teams,2nd,Sam Jones,jonessa01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1965-66,1965,2066,all_league_teams,1st,Jerry West,westje010,G,NBA,,,,,,,,,,,,,,,,,,,,,
1965-66,1965,2066,all_league_teams,2nd,Sam Jones,jonessa01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1964-65,1964,2065,all_league_teams,1st,Jerry West,westje010,G,NBA,,,,,,,,,,,,,,,,,,,,,
1964-65,1964,2065,all_league_teams,2nd,Sam Jones,jonessa01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1963-64,1963,2064,all_league_teams,1st,Jerry West,westje010,G,NBA,,,,,,,,,,,,,,,,,,,,,
1963-64,1963,2064,all_league_teams,2nd,John Havlicek,havlijo01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1962-63,1962,2063,all_league_teams,1st,Jerry West,westje010,G,NBA,,,,,,,,,,,,,,,,,,,,,
1962-63,1962,2063,all_league_teams,2nd,Hal Greer,greerha01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1961-62,1961,2062,all_league_teams,1st,Jerry West,westje010,G,NBA,,,,,,,,,,,,,,,,,,,,,
1961-62,1961,2062,all_league_teams,2nd,Richie Guerin,gueriri01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1960-61,1960,2061,all_league_teams,1st,Oscar Robertson,roberos01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1960-61,1960,2061,all_league_teams,2nd,Gene Shue,shuege010,G,NBA,,,,,,,,,,,,,,,,,,,,,
1959-60,1959,2060,all_league_teams,1st,Gene Shue,shuege010,G,NBA,,,,,,,,,,,,,,,,,,,,,
1959-60,1959,2060,all_league_teams,2nd,Bill Sharman,sharmbi01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1958-59,1958,2059,all_league_teams,1st,Bill Sharman,sharmbi01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1958-59,1958,2059,all_league_teams,2nd,Slater Martin,martisl01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1957-58,1957,2058,all_league_teams,1st,Bill Sharman,sharmbi01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1957-58,1957,2058,all_league_teams,2nd,Slater Martin,martisl01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1956-57,1956,2057,all_league_teams,1st,Bill Sharman,sharmbi01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1956-57,1956,2057,all_league_teams,2nd,Slater Martin,martisl01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1955-56,1955,2056,all_league_teams,1st,Bill Sharman,sharmbi01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1955-56,1955,2056,all_league_teams,2nd,Slater Martin,martisl01,G,NBA,,,,,,,,,,,,,,,,,,,,,
1954-55,1954,2055,all_league_teams,1st,Dolph Schayes,schaydo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1954-55,1954,2055,all_league_teams,2nd,Bill Sharman,sharmbi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1953-54,1953,2054,all_league_teams,1st,Dolph Schayes,schaydo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1953-54,1953,2054,all_league_teams,2nd,Bobby Wanzer,wanzebo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1952-53,1952,2053,all_league_teams,1st,Dolph Schayes,schaydo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1952-53,1952,2053,all_league_teams,2nd,Bobby Wanzer,wanzebo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1951-52,1951,2052,all_league_teams,1st,Bob Davies  Dolph Schayes (T),bobdaviesdolphschayes(t)_na,,NBA,,,,,,,,,,,,,,,,,,,,,
1951-52,1951,2052,all_league_teams,2nd,Bobby Wanzer,wanzebo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1950-51,1950,2051,all_league_teams,1st,George Mikan,mikange01,,NBA,,,,,,,,,,,,,,,,,,,,,
1950-51,1950,2051,all_league_teams,2nd,Dolph Schayes,schaydo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1949-50,1949,2050,all_league_teams,1st,Max Zaslofsky,zasloma01,,NBA,,,,,,,,,,,,,,,,,,,,,
1949-50,1949,2050,all_league_teams,2nd,Dolph Schayes,schaydo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1948-49,1948,2049,all_league_teams,1st,Max Zaslofsky,zasloma01,,BAA,,,,,,,,,,,,,,,,,,,,,
1948-49,1948,2049,all_league_teams,2nd,Kenny Sailors,sailoke01,,BAA,,,,,,,,,,,,,,,,,,,,,
1947-48,1947,2048,all_league_teams,1st,Max Zaslofsky,zasloma01,,BAA,,,,,,,,,,,,,,,,,,,,,
1947-48,1947,2048,all_league_teams,2nd,Fred Scolari,fredscolari_na,,BAA,,,,,,,,,,,,,,,,,,,,,
1946-47,1946,2047,all_league_teams,1st,Max Zaslofsky,zasloma01,,BAA,,,,,,,,,,,,,,,,,,,,,
1946-47,1946,2047,all_league_teams,2nd,Fred Scolari,fredscolari_na,,BAA,,,,,,,,,,,,,,,,,,,,,
2024-25,2024,2025,6oty,,,,,NBA,,27.0,,80.0,28.4,14.3,3.8,3.5,0.9,0.2,0.472,0.407,0.845,8.6,0.183,,,,,,
2023-24,2023,2024,6oty,,,,,NBA,,24.0,,81.0,24.2,13.5,5.2,1.3,0.8,0.9,0.477,0.414,0.736,4.9,0.12,,,,,,
2022-23,2022,2023,6oty,,,,,NBA,,30.0,,67.0,26.0,14.9,4.2,3.7,0.7,0.3,0.484,0.444,0.87,5.8,0.161,,,,,,
2021-22,2021,2022,6oty,,,,,NBA,,22.0,,66.0,32.6,20.7,5.0,4.0,0.7,0.1,0.447,0.399,0.868,3.8,0.084,,,,,,
2020-21,2020,2021,6oty,,,,,NBA,,28.0,,68.0,26.7,18.4,4.0,2.5,0.9,0.1,0.425,0.347,0.896,4.2,0.111,,,,,,
2019-20,2019,2020,6oty,,,,,NBA,,26.0,,63.0,27.8,18.6,7.1,1.7,0.6,1.1,0.58,0.0,0.658,7.0,0.191,,,,,,
2018-19,2018,2019,6oty,,,,,NBA,,32.0,,75.0,26.6,20.0,3.0,5.4,0.8,0.1,0.425,0.361,0.876,5.1,0.123,,,,,,
2017-18,2017,2018,6oty,,,,,NBA,,31.0,,79.0,32.8,22.6,2.5,5.3,1.1,0.2,0.435,0.359,0.88,6.7,0.125,,,,,,
2016-17,2016,2017,6oty,,,,,NBA,,28.0,,75.0,31.0,16.2,2.7,2.5,0.6,0.5,0.406,0.372,0.84,3.8,0.079,,,,,,
2015-16,2015,2016,6oty,,,,,NBA,,35.0,,79.0,26.9,14.2,1.8,2.3,0.7,0.2,0.404,0.34,0.904,3.3,0.076,,,,,,
2014-15,2014,2015,6oty,,,,,NBA,,28.0,,80.0,25.2,15.5,1.9,2.1,1.1,0.1,0.404,0.34,0.861,6.6,0.157,,,,,,
2013-14,2013,2014,6oty,,,,,NBA,,33.0,,69.0,30.3,18.6,2.3,3.2,0.9,0.2,0.416,0.361,0.866,5.3,0.122,,,,,,
2012-13,2012,2013,6oty,,,,,NBA,,27.0,,80.0,33.5,18.1,5.3,2.7,1.3,0.3,0.422,0.356,0.762,6.7,0.12,,,,,,
2011-12,2011,2012,6oty,,,,,NBA,,22.0,,62.0,31.4,16.8,4.1,3.7,1.0,0.2,0.491,0.39,0.846,9.3,0.23,,,,,,
2010-11,2010,2011,6oty,,,,,NBA,,31.0,,82.0,32.2,14.4,8.7,3.0,0.6,0.7,0.53,0.382,0.675,10.1,0.184,,,,,,
2009-10,2009,2010,6oty,,,,,NBA,,29.0,,79.0,31.1,18.0,2.5,3.0,0.8,0.2,0.449,0.382,0.857,7.3,0.143,,,,,,
2008-09,2008,2009,6oty,,,,,NBA,,31.0,,74.0,33.7,19.6,2.4,3.4,1.3,0.3,0.463,0.366,0.88,7.3,0.14,,,,,,
2007-08,2007,2008,6oty,,,,,NBA,,30.0,,74.0,31.1,19.5,4.8,4.5,1.5,0.4,0.46,0.401,0.86,11.1,0.232,,,,,,
2006-07,2006,2007,6oty,,,,,NBA,,24.0,,80.0,32.7,18.1,2.7,4.0,1.2,0.2,0.476,0.434,0.845,8.2,0.151,,,,,,
2005-06,2005,2006,6oty,,,,,NBA,,25.0,,74.0,30.6,13.7,5.4,2.7,0.7,0.4,0.466,0.407,0.8,7.4,0.157,,,,,,
2004-05,2004,2005,6oty,,,,,NBA,,21.0,,82.0,24.4,15.1,2.6,2.0,0.6,0.1,0.411,0.405,0.863,3.5,0.084,,,,,,
2003-04,2003,2004,6oty,,,,,NBA,,27.0,,82.0,29.0,14.8,6.3,0.9,1.0,0.4,0.535,0.4,0.748,9.0,0.183,,,,,,
2002-03,2002,2003,6oty,,,,,NBA,,29.0,,59.0,28.4,15.2,3.7,3.1,1.2,0.1,0.464,0.379,0.846,5.5,0.157,,,,,,
2001-02,2001,2002,6oty,,,,,NBA,,28.0,,78.0,21.8,13.6,4.1,1.2,0.6,0.3,0.51,0.2,0.805,5.1,0.144,,,,,,
2000-01,2000,2001,6oty,,,,,NBA,,28.0,,76.0,31.5,11.6,4.1,5.0,1.4,0.1,0.473,0.312,0.768,5.9,0.118,,,,,,
1999-00,1999,2000,6oty,,,,,NBA,,28.0,,82.0,27.9,13.8,5.5,2.1,1.1,0.6,0.486,0.439,0.639,7.4,0.154,,,,,,
1998-99,1998,2099,6oty,,,,,NBA,,30.0,,50.0,30.0,13.8,3.6,6.7,2.2,0.1,0.441,0.365,0.904,6.4,0.205,,,,,,
1997-98,1997,2098,6oty,,,,,NBA,,31.0,,70.0,25.6,13.5,5.6,2.0,1.0,0.7,0.516,0.0,0.739,6.5,0.174,,,,,,
1996-97,1996,2097,6oty,,,,,NBA,,31.0,,77.0,26.5,13.8,2.7,2.8,1.2,0.1,0.431,0.369,0.769,5.8,0.136,,,,,,
1995-96,1995,2096,6oty,,,,,NBA,,27.0,,81.0,26.0,13.1,4.0,3.5,0.8,0.3,0.49,0.403,0.772,10.1,0.231,,,,,,
1994-95,1994,2095,6oty,,,,,NBA,,28.0,,77.0,32.4,9.9,8.4,3.1,0.9,0.3,0.566,0.0,0.641,8.6,0.166,,,,,,
1993-94,1993,2094,6oty,,,,,NBA,,29.0,,82.0,26.5,16.3,3.2,2.7,1.2,0.3,0.455,0.402,0.873,5.0,0.11,,,,,,
1992-93,1992,2093,6oty,,,,,NBA,,26.0,,82.0,31.4,19.1,6.6,2.2,1.2,2.0,0.473,0.247,0.69,6.8,0.127,,,,,,
1991-92,1991,2092,6oty,,,,,NBA,,29.0,,80.0,32.6,17.3,9.6,3.9,0.8,0.5,0.536,0.324,0.828,9.8,0.181,,,,,,
1990-91,1990,2091,6oty,,,,,NBA,,28.0,,82.0,32.1,16.1,8.0,3.7,0.7,0.3,0.52,0.375,0.818,9.0,0.165,,,,,,
1989-90,1989,2090,6oty,,,,,NBA,,30.0,,59.0,29.0,23.0,2.8,2.3,0.8,0.1,0.51,0.346,0.839,5.8,0.163,,,,,,
1988-89,1988,2089,6oty,,,,,NBA,,29.0,,70.0,29.2,21.5,4.4,2.3,0.7,0.1,0.497,0.413,0.868,6.5,0.152,,,,,,
1987-88,1987,2088,6oty,,,,,NBA,,23.0,,81.0,28.5,13.5,11.8,1.1,1.3,1.1,0.5,0.0,0.74,7.8,0.163,,,,,,
1986-87,1986,2087,6oty,,,,,NBA,,27.0,,79.0,31.7,19.5,3.4,1.8,0.8,0.3,0.534,0.107,0.88,9.4,0.18,,,,,,
1985-86,1985,2086,6oty,,,,,NBA,,33.0,,80.0,19.3,7.6,6.8,2.1,0.5,1.3,0.562,,0.713,5.0,0.157,,,,,,
1984-85,1984,2085,6oty,,,,,NBA,,27.0,,79.0,33.6,19.8,9.0,1.8,0.4,1.5,0.57,0.0,0.76,11.0,0.199,,,,,,
1983-84,1983,2084,6oty,,,,,NBA,,26.0,,82.0,31.4,18.4,7.4,1.3,0.3,1.5,0.556,0.333,0.765,10.5,0.196,,,,,,
1982-83,1982,2083,6oty,,,,,NBA,,31.0,,74.0,23.6,9.0,4.6,1.9,1.1,1.2,0.543,0.0,0.793,6.4,0.175,,,,,,
1975-76,1975,2076,aba_coty,,,,,ABA,,,,84.0,,,,,,,,,,,,,,60.0,24.0,0.714,
1974-75,1974,2075,aba_coty,,,,,ABA,,,,84.0,,,,,,,,,,,,,,65.0,19.0,0.774,
1973-74,1973,2074,aba_coty,,,,,ABA,,,,84.0,,,,,,,,,,,,,,51.0,33.0,0.607,
1973-74,1973,2074,aba_coty,,,,,ABA,,,,84.0,,,,,,,,,,,,,,53.0,31.0,0.631,
1972-73,1972,2073,aba_coty,,,,,ABA,,,,84.0,,,,,,,,,,,,,,57.0,27.0,0.679,
1971-72,1971,2072,aba_coty,,,,,ABA,,,,84.0,,,,,,,,,,,,,,42.0,42.0,0.5,
1970-71,1970,2071,aba_coty,,,,,ABA,,,,84.0,,,,,,,,,,,,,,55.0,29.0,0.655,
1969-70,1969,2070,aba_coty,,,,,ABA,,,,84.0,,,,,,,,,,,,,,43.0,41.0,0.512,
1969-70,1969,2070,aba_coty,,,,,ABA,,,,56.0,,,,,,,,,,,,,,42.0,14.0,0.75,
1968-69,1968,2069,aba_coty,,,,,ABA,,,,78.0,,,,,,,,,,,,,,60.0,18.0,0.769,
1967-68,1967,2068,aba_coty,,,,,ABA,,,,78.0,,,,,,,,,,,,,,54.0,24.0,0.692,
2024-25,2024,2025,dpoy,,,,,NBA,,23.0,,71.0,30.5,18.5,9.3,3.2,0.9,1.6,0.557,0.37,0.725,9.0,0.2,,,,,,
2023-24,2023,2024,dpoy,,,,,NBA,,31.0,,76.0,34.1,14.0,12.9,1.3,0.7,2.1,0.661,0.0,0.638,11.6,0.216,,,,,,
2022-23,2022,2023,dpoy,,,,,NBA,,23.0,,63.0,28.4,18.6,6.8,1.0,1.0,3.0,0.506,0.355,0.788,6.6,0.177,,,,,,
2021-22,2021,2022,dpoy,,,,,NBA,,27.0,,71.0,32.3,12.1,3.8,5.9,1.7,0.3,0.418,0.331,0.793,5.6,0.116,,,,,,
