season,lg,player,age,team_rank,g,mp,pts,trb,ast,stl,blk,fgpct,3ppct,ftpct,ws,ws_48,player_id,award,coach,w,l,w_lpct,unnamed_4,unnamed_5,unnamed_6,unnamed_7,unnamed_8,games,season_start,season_end
2006-07,NBA,Brandon Roy,22.0,por,57.0,35.4,16.8,4.4,4.0,1.2,0.2,0.456,0.377,0.838,4.8,0.114,roybr01,awards_raw,,,,,,,,,,,2006,2007
2005-06,NBA,Chris Paul,20.0,nok,78.0,36.0,16.1,5.1,7.8,2.2,0.1,0.43,0.282,0.847,10.4,0.178,paulch01,awards_raw,,,,,,,,,,,2005,2006
2004-05,NBA,Emeka Okafor,22.0,cha,73.0,35.6,15.1,10.9,0.9,0.8,1.7,0.447,0.0,0.609,4.0,0.074,okafoem01,awards_raw,,,,,,,,,,,2004,2005
2003-04,NBA,LeBron James,19.0,cle,79.0,39.5,20.9,5.5,5.9,1.6,0.7,0.417,0.29,0.754,5.1,0.078,jamesle01,awards_raw,,,,,,,,,,,2003,2004
2002-03,NBA,Amar'e Stoudemire,20.0,pho,82.0,31.3,13.5,8.8,1.0,0.8,1.1,0.472,0.2,0.661,6.2,0.116,stoudam01,awards_raw,,,,,,,,,,,2002,2003
2001-02,NBA,Pau Gasol,21.0,mem,82.0,36.7,17.6,8.9,2.7,0.5,2.1,0.518,0.2,0.709,7.6,0.121,gasolpa01,awards_raw,,,,,,,,,,,2001,2002
2000-01,NBA,Mike Miller,20.0,orl,82.0,29.1,11.9,4.0,1.7,0.6,0.2,0.436,0.407,0.711,5.3,0.106,millemi01,awards_raw,,,,,,,,,,,2000,2001
1999-00,NBA,Steve Francis (Tie),22.0,hou,77.0,36.1,18.0,5.3,6.6,1.5,0.4,0.445,0.345,0.786,6.4,0.111,francst01,awards_raw,,,,,,,,,,,1999,2000
1999-00,NBA,Elton Brand (Tie),20.0,chi,81.0,37.0,20.1,10.0,1.9,0.8,1.6,0.482,0.0,0.685,7.5,0.121,brandel01,awards_raw,,,,,,,,,,,1999,2000
1998-99,NBA,Vince Carter,22.0,tor,50.0,35.2,18.3,5.7,3.0,1.1,1.5,0.45,0.288,0.761,5.0,0.136,cartevi01,awards_raw,,,,,,,,,,,1998,1999
1997-98,NBA,Tim Duncan,21.0,sas,82.0,39.1,21.1,11.9,2.7,0.7,2.5,0.549,0.0,0.662,12.8,0.192,duncati01,awards_raw,,,,,,,,,,,1997,1998
1996-97,NBA,Allen Iverson,21.0,phi,76.0,40.1,23.5,4.1,7.5,2.1,0.3,0.416,0.341,0.702,4.1,0.065,iversal01,awards_raw,,,,,,,,,,,1996,1997
1995-96,NBA,Damon Stoudamire,22.0,tor,70.0,40.9,19.0,4.0,9.3,1.4,0.3,0.426,0.395,0.797,4.3,0.072,stoudda01,awards_raw,,,,,,,,,,,1995,1996
1994-95,NBA,Jason Kidd (Tie),21.0,dal,79.0,33.8,11.7,5.4,7.7,1.9,0.3,0.385,0.272,0.698,3.7,0.066,kiddja01,awards_raw,,,,,,,,,,,1994,1995
1994-95,NBA,Grant Hill (Tie),22.0,det,70.0,38.3,19.9,6.4,5.0,1.8,0.9,0.477,0.148,0.732,5.4,0.097,hillgr01,awards_raw,,,,,,,,,,,1994,1995
1993-94,NBA,Chris Webber,20.0,gsw,76.0,32.1,17.5,9.1,3.6,1.2,2.2,0.552,0.0,0.532,7.8,0.154,webbech01,awards_raw,,,,,,,,,,,1993,1994
1992-93,NBA,Shaquille O'Neal,20.0,orl,81.0,37.9,23.4,13.9,1.9,0.7,3.5,0.562,0.0,0.592,10.4,0.163,onealsh01,awards_raw,,,,,,,,,,,1992,1993
1991-92,NBA,Larry Johnson,22.0,chh,82.0,37.2,19.2,11.0,3.6,1.0,0.6,0.49,0.227,0.829,8.9,0.14,johnsla02,awards_raw,,,,,,,,,,,1991,1992
1990-91,NBA,Derrick Coleman,23.0,njn,74.0,35.2,18.4,10.3,2.2,1.0,1.3,0.467,0.342,0.731,5.8,0.108,colemde01,awards_raw,,,,,,,,,,,1990,1991
1989-90,NBA,David Robinson,24.0,sas,82.0,36.6,24.3,12.0,2.0,1.7,3.9,0.531,0.0,0.732,15.1,0.241,robinda01,awards_raw,,,,,,,,,,,1989,1990
1988-89,NBA,Mitch Richmond,23.0,gsw,79.0,34.4,22.0,5.9,4.2,1.0,0.2,0.468,0.367,0.81,5.6,0.098,richmmi01,awards_raw,,,,,,,,,,,1988,1989
1987-88,NBA,Mark Jackson,22.0,nyk,82.0,39.6,13.6,4.8,10.6,2.5,0.1,0.432,0.254,0.774,7.6,0.113,jacksma01,awards_raw,,,,,,,,,,,1987,1988
1986-87,NBA,Chuck Person,22.0,ind,82.0,36.0,18.8,8.3,3.6,1.1,0.2,0.468,0.355,0.747,5.4,0.088,persoch01,awards_raw,,,,,,,,,,,1986,1987
1985-86,NBA,Patrick Ewing,23.0,nyk,50.0,35.4,20.0,9.0,2.0,1.1,2.1,0.474,0.0,0.739,3.1,0.084,ewingpa01,awards_raw,,,,,,,,,,,1985,1986
1984-85,NBA,Michael Jordan,21.0,chi,82.0,38.3,28.2,6.5,5.9,2.4,0.8,0.515,0.173,0.845,14.0,0.213,jordami01,awards_raw,,,,,,,,,,,1984,1985
1983-84,NBA,Ralph Sampson,23.0,hou,82.0,32.8,21.0,11.1,2.0,0.9,2.4,0.523,0.25,0.661,6.0,0.108,sampsra01,awards_raw,,,,,,,,,,,1983,1984
1982-83,NBA,Terry Cummings,21.0,sdc,70.0,36.2,23.7,10.6,2.5,1.8,0.9,0.523,0.0,0.709,8.7,0.164,cummite01,awards_raw,,,,,,,,,,,1982,1983
1981-82,NBA,Buck Williams,21.0,njn,82.0,34.5,15.5,12.3,1.3,1.0,1.0,0.582,0.0,0.624,8.9,0.152,willibu01,awards_raw,,,,,,,,,,,1981,1982
1980-81,NBA,Darrell Griffith,22.0,uta,81.0,35.4,20.6,3.6,2.4,1.3,0.5,0.464,0.192,0.716,0.4,0.006,griffda01,awards_raw,,,,,,,,,,,1980,1981
1979-80,NBA,Larry Bird,23.0,bos,82.0,36.0,21.3,10.4,4.5,1.7,0.6,0.474,0.406,0.836,11.2,0.182,birdla01,awards_raw,,,,,,,,,,,1979,1980
1978-79,NBA,Phil Ford,22.0,kck,79.0,34.5,15.9,2.3,8.6,2.2,0.1,0.465,,0.813,5.7,0.101,fordph01,awards_raw,,,,,,,,,,,1978,1979
1977-78,NBA,Walter Davis,23.0,pho,81.0,32.0,24.2,6.0,3.4,1.4,0.2,0.526,,0.83,10.1,0.187,daviswa03,awards_raw,,,,,,,,,,,1977,1978
1976-77,NBA,Adrian Dantley,21.0,buf,77.0,36.6,20.3,7.6,1.9,1.2,0.2,0.52,,0.818,9.8,0.167,dantlad01,awards_raw,,,,,,,,,,,1976,1977
1975-76,NBA,Alvan Adams,21.0,pho,80.0,33.2,19.0,9.1,5.6,1.5,1.5,0.469,,0.735,7.2,0.13,adamsal01,awards_raw,,,,,,,,,,,1975,1976
1974-75,NBA,Jamaal Wilkes,21.0,gsw,82.0,30.7,14.2,8.2,2.2,1.3,0.3,0.442,,0.734,5.1,0.097,wilkeja01,awards_raw,,,,,,,,,,,1974,1975
1973-74,NBA,Ernie DiGregorio,23.0,buf,81.0,35.9,15.2,2.7,8.2,0.7,0.1,0.421,,0.902,1.2,0.021,digreer01,awards_raw,,,,,,,,,,,1973,1974
1972-73,NBA,Bob McAdoo,21.0,buf,80.0,32.0,18.0,9.1,1.7,,,0.452,,0.774,3.8,0.071,mcadobo01,awards_raw,,,,,,,,,,,1972,1973
1971-72,NBA,Sidney Wicks,22.0,por,82.0,39.6,24.5,11.5,4.3,,,0.427,,0.71,2.3,0.034,wickssi01,awards_raw,,,,,,,,,,,1971,1972
1970-71,NBA,Geoff Petrie (Tie),22.0,por,82.0,37.0,24.8,3.4,4.8,,,0.443,,0.772,6.2,0.099,petrige01,awards_raw,,,,,,,,,,,1970,1971
1970-71,NBA,Dave Cowens (Tie),22.0,bos,81.0,38.0,17.0,15.0,2.8,,,0.422,,0.732,6.4,0.1,cowenda01,awards_raw,,,,,,,,,,,1970,1971
1969-70,NBA,Kareem Abdul-Jabbar,22.0,mil,82.0,43.1,28.8,14.5,4.1,,,0.518,,0.653,13.8,0.187,abdulka01,awards_raw,,,,,,,,,,,1969,1970
1967-68,NBA,Earl Monroe,23.0,bal,82.0,36.7,24.3,5.7,4.3,,,0.453,,0.781,9.3,0.148,monroea01,awards_raw,,,,,,,,,,,1967,1968
1966-67,NBA,Dave Bing,23.0,det,80.0,34.5,20.0,4.5,4.1,,,0.436,,0.738,5.3,0.092,bingda01,awards_raw,,,,,,,,,,,1966,1967
1965-66,NBA,Rick Barry,21.0,sfw,80.0,37.4,25.7,10.6,2.2,,,0.439,,0.862,10.4,0.167,barryri01,awards_raw,,,,,,,,,,,1965,1966
1964-65,NBA,Willis Reed,22.0,nyk,80.0,38.0,19.5,14.7,1.7,,,0.432,,0.742,5.5,0.087,reedwi01,awards_raw,,,,,,,,,,,1964,1965
1963-64,NBA,Jerry Lucas,23.0,cin,79.0,41.4,17.7,17.4,2.6,,,0.527,,0.779,12.7,0.187,lucasje01,awards_raw,,,,,,,,,,,1963,1964
1962-63,NBA,Terry Dischinger,22.0,chz,57.0,40.2,25.5,8.0,3.1,,,0.512,,0.77,9.2,0.192,dischte01,awards_raw,,,,,,,,,,,1962,1963
1961-62,NBA,Walt Bellamy,22.0,chp,79.0,42.3,31.6,19.0,2.7,,,0.519,,0.644,16.3,0.233,bellawa01,awards_raw,,,,,,,,,,,1961,1962
1960-61,NBA,Oscar Robertson,22.0,cin,71.0,42.7,30.5,10.1,9.7,,,0.473,,0.822,13.2,0.21,roberos01,awards_raw,,,,,,,,,,,1960,1961
1958-59,NBA,Elgin Baylor,24.0,mnl,70.0,40.8,24.9,15.0,4.1,,,0.408,,0.777,9.8,0.165,bayloel01,awards_raw,,,,,,,,,,,1958,1959
1957-58,NBA,Woody Sauldsberry,23.0,phw,71.0,33.5,12.8,10.3,0.8,,,0.36,,0.615,0.3,0.007,sauldwo01,awards_raw,,,,,,,,,,,1957,1958
1956-57,NBA,Tom Heinsohn,22.0,bos,72.0,29.9,16.2,9.8,1.6,,,0.397,,0.79,7.1,0.16,heinsto01,awards_raw,,,,,,,,,,,1956,1957
1955-56,NBA,Maurice Stokes,22.0,roc,67.0,34.7,16.8,16.3,4.9,,,0.354,,0.714,6.0,0.125,stokema01,awards_raw,,,,,,,,,,,1955,1956
1954-55,NBA,Bob Pettit,22.0,mlh,72.0,36.9,20.4,13.8,3.2,,,0.407,,0.751,10.7,0.194,pettibo01,awards_raw,,,,,,,,,,,1954,1955
1953-54,NBA,Ray Felix,23.0,blb,72.0,37.1,17.6,13.3,1.1,,,0.417,,0.638,8.6,0.155,felixra01,awards_raw,,,,,,,,,,,1953,1954
1952-53,NBA,Monk Meineke,22.0,ftw,68.0,33.1,10.7,6.9,2.2,,,0.381,,0.783,6.1,0.13,meinemo01,awards_raw,,,,,,,,,,,1952,1953
1951-52,NBA,Mel Hutchins (Tie) *,23.0,mlh,66.0,39.7,9.2,13.3,2.9,,,0.365,,0.644,3.8,0.069,hutchme01,awards_raw,,,,,,,,,,,1951,1952
1951-52,NBA,Bill Tosheff (Tie) *,25.0,ino,65.0,31.6,9.4,3.3,3.4,,,0.327,,0.824,2.9,0.068,toshebi01,awards_raw,,,,,,,,,,,1951,1952
1950-51,NBA,Paul Arizin *,22.0,phw,65.0,,17.2,9.8,2.1,,,0.407,,0.793,13.7,,arizipa01,awards_raw,,,,,,,,,,,1950,1951
1949-50,NBA,Alex Groza *,23.0,ino,64.0,,23.4,,2.5,,,0.478,,0.729,17.9,,grozaal01,awards_raw,,,,,,,,,,,1949,1950
1948-49,BAA,Howie Shannon *,25.0,pro,55.0,,13.4,,2.3,,,0.364,,0.804,3.4,,shannho01,awards_raw,,,,,,,,,,,1948,1949
1947-48,BAA,Paul Hoffman *,22.0,blb,37.0,,10.5,,0.6,,,0.348,,0.662,4.7,,hoffmpa01,awards_raw,,,,,,,,,,,1947,1948
2024-25,NBA,Shai Gilgeous-Alexander,26.0,okc,,36.2,31.4,5.2,8.2,1.8,0.2,0.457,0.318,0.863,,,gilgesh01,awards_raw,,,,,,,,,,5.0,2024,2025
2023-24,NBA,Luka Dončić,24.0,dal,,40.2,32.4,9.6,8.2,2.2,0.4,0.473,0.434,0.846,,,doncilu01,awards_raw,,,,,,,,,,5.0,2023,2024
2022-23,NBA,Nikola Jokić,27.0,den,,42.0,27.8,14.5,11.8,1.3,1.3,0.506,0.471,0.778,,,jokicni01,awards_raw,,,,,,,,,,4.0,2022,2023
2021-22,NBA,Stephen Curry,33.0,gsw,,34.8,23.8,6.6,7.4,1.0,0.4,0.444,0.439,0.84,,,curryst01,awards_raw,,,,,,,,,,5.0,2021,2022
