"player","team","number","position","height","weight","last_attended","country","profile_url","is_active","is_free_agent","is_retired","headshot_url","birthdate","draft","experience","legacy"
"Jason Richardson","","","","","","","","https://www.nba.com/player/2202/jason-richardson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2202.png","January 20, 1981","2001 R1 Pick 5","14 Years",False
"Jeremy Richardson","","","","","","","","https://www.nba.com/player/200978/jeremy-richardson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/200978.png","March 1, 1984","Undrafted","4 Years",False
"Josh Richardson","","","","","","","","https://www.nba.com/player/1626196/josh-richardson",False,False,True,"","September 15, 1993","2015 R2 Pick 40","9 Years",False
"Malachi Richardson","","","","","","","","https://www.nba.com/player/1627781/malachi-richardson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1627781.png","January 5, 1996","2016 R1 Pick 22","3 Years",False
"Micheal Ray Richardson","","","","","","","","https://www.nba.com/player/77952/HISTADD-micheal-ray-richardson",False,False,True,"","1955-04-11T00:00:00","1978 #4","8 Years",True
"Norman Richardson","","","","","","","","https://www.nba.com/player/2369/norman-richardson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2369.png","July 24, 1977","Undrafted","2 Years",False
"Pooh Richardson","","","","","","","","https://www.nba.com/player/71/pooh-richardson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/71.png","May 14, 1966","1989 R1 Pick 10","10 Years",False
"Quentin Richardson","","","","","","","","https://www.nba.com/player/2047/quentin-richardson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2047.png","April 13, 1980","2000 R1 Pick 18","14 Years",False
"Mitch Richmond","","","","","","","","https://www.nba.com/player/782/mitch-richmond",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/782.png","June 30, 1965","1988 R1 Pick 5","14 Years",False
"John Richter","","","","","","","","https://www.nba.com/player/77954/HISTADD-john-richter",False,False,True,"","1937-03-12T00:00:00","1959 #6","1 Years",True
"Dick Ricketts","","","","","","","","https://www.nba.com/player/77955/HISTADD-dick-ricketts",False,False,True,"","1933-12-04T00:00:00","1955 #1","3 Years",True
"Isaiah Rider","","","","","","","","https://www.nba.com/player/375/isaiah-rider",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/375.png","March 12, 1971","1993 R1 Pick 5","9 Years",False
"Jackie Ridgle","","","","","","","","https://www.nba.com/player/77957/HISTADD-jackie-ridgle",False,False,True,"","1948-02-13T00:00:00","1971 #41","1 Years",True
"Luke Ridnour","","","","","","","","https://www.nba.com/player/2557/luke-ridnour",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2557.png","February 13, 1981","2003 R1 Pick 14","12 Years",False
"Mel Riebe","","","","","","","","https://www.nba.com/player/77958/HISTADD-mouse-riebe",False,False,True,"","1916-07-12T00:00:00","Undrafted #Undrafted","3 Years",True
"Jim Riffey","","","","","","","","https://www.nba.com/player/77959/HISTADD-jim-riffey",False,False,True,"","","","",True
"Antoine Rigaudeau","","","","","","","","https://www.nba.com/player/2541/antoine-rigaudeau",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2541.png","December 17, 1971","Undrafted","2 Years",False
"Tom Riker","","","","","","","","https://www.nba.com/player/77960/HISTADD-tom-riker",False,False,True,"","1950-02-28T00:00:00","1972 #8","3 Years",True
"Bob Riley","","","","","","","","https://www.nba.com/player/77963/HISTADD-bob-riley",False,False,True,"","1948-07-06T00:00:00","1970 #82","1 Years",True
"Eric Riley","","","","","","","","https://www.nba.com/player/35/eric-riley",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/35.png","June 2, 1970","1993 R2 Pick 33","4 Years",False
"Pat Riley","","","","","","","","https://www.nba.com/player/77962/HISTADD-dupp-pat-riley",False,False,True,"","1945-03-20T00:00:00","1967 #7","9 Years",True
"Ron Riley","","","","","","","","https://www.nba.com/player/77964/HISTADD-ron-riley",False,False,True,"","1950-11-11T00:00:00","1972 #38","4 Years",True
"Grant Riller","","","","","","","","https://www.nba.com/player/1630203/grant-riller",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1630203.png","February 8, 1997","2020 R2 Pick 56","2 Years",False
"Rich Rinaldi","","","","","","","","https://www.nba.com/player/77965/HISTADD-rich-rinaldi",False,False,True,"","1949-08-03T00:00:00","1971 #43","3 Years",True
"Mike Riordan","","","","","","","","https://www.nba.com/player/77966/HISTADD-mike-riordan",False,False,True,"","1945-07-09T00:00:00","1967 #128","9 Years",True
"Zaccharie Risacher","ATL","","","","","","","https://www.nba.com/player/1642258/tmp-zaccharie-risacher",True,False,False,"","April 8, 2005","2024 R1 Pick 1","Rookie",False
"Arnie Risen","","","","","","","","https://www.nba.com/player/77967/HISTADD-stilts-risen",False,False,True,"","1924-10-09T00:00:00","Undrafted #Undrafted","10 Years",True
"Goebel Ritter","","","","","","","","https://www.nba.com/player/77968/HISTADD-tex-ritter",False,False,True,"","","","",True
"Ramon Rivas","","","","","","","","https://www.nba.com/player/77969/HISTADD-ramon-rivas",False,False,True,"","1966-06-03T00:00:00","Undrafted #Undrafted","1 Years",True
"Austin Rivers","","","","","","","","https://www.nba.com/player/203085/austin-rivers",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203085.png","August 1, 1992","2012 R1 Pick 10","12 Years",False
"David Rivers","","","","","","","","https://www.nba.com/player/77970/HISTADD-david-rivers",False,False,True,"","1965-01-20T00:00:00","1988 #25","3 Years",True
"Doc Rivers","","","","","","","","https://www.nba.com/player/470/doc-rivers",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/470.png","October 13, 1961","1983 R2 Pick 31","13 Years",False
"Lee Robbins","","","","","","","","https://www.nba.com/player/77972/HISTADD-lee-robbins",False,False,True,"","1922-02-11T00:00:00","Undrafted #Undrafted","2 Years",True
"Liam Robbins","","","","","","","","https://www.nba.com/player/1641857/liam-robbins",False,False,True,"","July 12, 1999","Undrafted","Rookie",False
"Andre Roberson","","","","","","","","https://www.nba.com/player/203460/andre-roberson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203460.png","December 4, 1991","2013 R1 Pick 26","7 Years",False
"Anthony Roberson","","","","","","","","https://www.nba.com/player/101194/anthony-roberson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/101194.png","February 14, 1983","Undrafted","4 Years",False
"Rick Roberson","","","","","","","","https://www.nba.com/player/77973/HISTADD-rick-roberson",False,False,True,"","1947-07-07T00:00:00","1969 #15","7 Years",True
"Terrance Roberson","","","","","","","","https://www.nba.com/player/2121/terrance-roberson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2121.png","December 30, 1976","Undrafted","1 Year",False
"Anthony Roberts","","","","","","","","https://www.nba.com/player/77975/HISTADD-anthony-roberts",False,False,True,"","1955-04-15T00:00:00","1977 #21","5 Years",True
"Bill Roberts","","","","","","","","https://www.nba.com/player/77979/HISTADD-bill-roberts",False,False,True,"","1905-04-08T00:00:00","Undrafted #Undrafted","2 Years",True
"Brian Roberts","","","","","","","","https://www.nba.com/player/203148/brian-roberts",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203148.png","December 3, 1985","Undrafted","6 Years",False
"Fred Roberts","","","","","","","","https://www.nba.com/player/122/fred-roberts",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/122.png","August 14, 1960","1982 R2 Pick 27","13 Years",False
"Joe Roberts","","","","","","","","https://www.nba.com/player/77977/HISTADD-joe-roberts",False,False,True,"","1936-05-18T00:00:00","1960 #21","3 Years",True
"Lawrence Roberts","","","","","","","","https://www.nba.com/player/101160/lawrence-roberts",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/101160.png","October 20, 1982","2005 R2 Pick 55","3 Years",False
"Marv Roberts","","","","","","","","https://www.nba.com/player/77978/HISTADD-marv-roberts",False,False,True,"","1950-01-29T00:00:00","1971 #45","1 Years",True
"Stanley Roberts","","","","","","","","https://www.nba.com/player/914/stanley-roberts",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/914.png","February 7, 1970","1991 R1 Pick 23","9 Years",False
"Alvin Robertson","","","","","","","","https://www.nba.com/player/926/alvin-robertson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/926.png","July 22, 1962","1984 R1 Pick 7","10 Years",False
"Oscar Robertson","","","","","","","","https://www.nba.com/player/600015/HISTADD-oscar-robertson",False,False,True,"","1938-11-24T00:00:00","1960 #1","14 Years",True
"Ryan Robertson","","","","","","","","https://www.nba.com/player/1926/ryan-robertson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1926.png","October 2, 1976","1999 R2 Pick 45","1 Year",False
"Tony Robertson","","","","","","","","https://www.nba.com/player/77983/HISTADD-tony-robertson",False,False,True,"","1956-01-01T00:00:00","1977 #88","2 Years",True
"Rick Robey","","","","","","","","https://www.nba.com/player/77984/HISTADD-rick-robey",False,False,True,"","1956-01-30T00:00:00","1978 #3","8 Years",True
"Bernard Robinson","","","","","","","","https://www.nba.com/player/2774/bernard-robinson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2774.png","December 26, 1980","2004 R2 Pick 45","4 Years",False
"Chris Robinson","","","","","","","","https://www.nba.com/player/997/chris-robinson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/997.png","April 2, 1974","1996 R2 Pick 51","2 Years",False
"Cliff T. Robinson","","","","","","","","https://www.nba.com/player/77986/HISTADD-cliff-t-robinson",False,False,True,"","1960-03-13T00:00:00","1979 #11","11 Years",True
"Clifford Robinson","","","","","","","","https://www.nba.com/player/361/clifford-robinson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/361.png","December 16, 1966","1989 R2 Pick 36","18 Years",False
"David Robinson","","","","","","","","https://www.nba.com/player/764/david-robinson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/764.png","August 6, 1965","1987 R1 Pick 1","14 Years",False
"Devin Robinson","","","","","","","","https://www.nba.com/player/1628421/devin-robinson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1628421.png","March 7, 1995","2017","3 Years",False
"Duncan Robinson","MIA","","","","","","","https://www.nba.com/player/1629130/duncan-robinson",True,False,False,"","April 22, 1994","Undrafted","6 Years",False
"Eddie Robinson","","","","","","","","https://www.nba.com/player/1944/eddie-robinson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1944.png","April 19, 1976","Undrafted","6 Years",False
"Flynn Robinson","","","","","","","","https://www.nba.com/player/77988/HISTADD-flynn-robinson",False,False,True,"","1941-04-28T00:00:00","1965 #15","7 Years",True
"Glenn Robinson","","","","","","","","https://www.nba.com/player/299/glenn-robinson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/299.png","January 10, 1973","1994 R1 Pick 1","12 Years",False
"Jackie Robinson","","","","","","","","https://www.nba.com/player/77989/HISTADD-jackie-robinson",False,False,True,"","1955-05-20T00:00:00","1978 #67","3 Years",True
"Jamal Robinson","","","","","","","","https://www.nba.com/player/1554/jamal-robinson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1554.png","December 27, 1973","1997","1 Year",False
"James Robinson","","","","","","","","https://www.nba.com/player/381/james-robinson",False,False,True,"","August 31, 1970","1993 R1 Pick 21","7 Years",False
"Jerome Robinson","","","","","","","","https://www.nba.com/player/1629010/jerome-robinson",False,False,True,"","February 22, 1997","2018 R1 Pick 13","5 Years",False
"Justin Robinson","","","","","","","","https://www.nba.com/player/1629620/justin-robinson",False,False,True,"","","","",False
"Larry Robinson","","","","","","","","https://www.nba.com/player/1683/larry-robinson",False,False,True,"","January 11, 1968","Undrafted","7 Years",False
"Mitchell Robinson","NYK","","","","","","","https://www.nba.com/player/1629011/mitchell-robinson",True,False,False,"https://cdn.nba.com/headshots/nba/latest/260x190/fallback.png","April 1, 1998","2018 R2 Pick 36","6 Years",False
"Nate Robinson","","","","","","","","https://www.nba.com/player/101126/nate-robinson",False,False,True,"","May 31, 1984","2005 R1 Pick 21","11 Years",False
"Oliver Robinson","","","","","","","","https://www.nba.com/player/77994/HISTADD-oliver-robinson",False,False,True,"","1960-03-13T00:00:00","1982 #24","1 Years",True
"Orlando Robinson","","","","","","","","https://www.nba.com/player/1631115/orlando-robinson",False,False,True,"","July 10, 2000","Undrafted","2 Years",False
"Rumeal Robinson","","","","","","","","https://www.nba.com/player/716/rumeal-robinson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/716.png","November 13, 1966","1990 R1 Pick 10","6 Years",False
"Thomas Robinson","","","","","","","","https://www.nba.com/player/203080/thomas-robinson",False,False,True,"","March 17, 1991","2012 R1 Pick 5","6 Years",False
"Truck Robinson","","","","","","","","https://www.nba.com/player/77993/HISTADD-truck-robinson",False,False,True,"","1951-10-04T00:00:00","1974 #22","11 Years",True
"Wayne Robinson","","","","","","","","https://www.nba.com/player/77996/HISTADD-wayne-robinson",False,False,True,"","1958-04-19T00:00:00","1980 #31","1 Years",True
"Glenn Robinson III","","","","","","","","https://www.nba.com/player/203922/glenn-robinson iii",False,False,True,"https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png","","","",False
"Jeremiah Robinson-Earl","NOP","","","","","","","https://www.nba.com/player/1630526/jeremiah-robinson-earl",True,False,False,"https://cdn.nba.com/headshots/nba/latest/260x190/203482.png","November 3, 2000","2021 R2 Pick 32","3 Years",False
"Bill Robinzine","","","","","","","","https://www.nba.com/player/77997/HISTADD-bill-robinzine",False,False,True,"","1953-01-20T00:00:00","1975 #10","7 Years",True
"Dave Robisch","","","","","","","","https://www.nba.com/player/77998/HISTADD-dave-robisch",False,False,True,"","1949-12-22T00:00:00","1971 #44","8 Years",True
"Isaiah Roby","","","","","","","","https://www.nba.com/player/1629676/roby-isaiah",False,False,True,"","February 3, 1998","2019 R2 Pick 45","5 Years",False
"Red Rocha","","","","","","","","https://www.nba.com/player/77999/HISTADD-red-rocha",False,False,True,"","","","",True
"John Roche","","","","","","","","https://www.nba.com/player/78000/HISTADD-johnny-roche",False,False,True,"","1949-09-26T00:00:00","1971 #14","4 Years",True
"Gene Rock","","","","","","","","https://www.nba.com/player/78001/HISTADD-gene-rock",False,False,True,"","1921-11-04T00:00:00","Undrafted #Undrafted","1 Years",True
"Jack Rocker","","","","","","","","https://www.nba.com/player/78002/HISTADD-jack-rocker",False,False,True,"","1922-08-12T00:00:00","Undrafted #Undrafted","1 Years",True
"David Roddy","HOU","","","","","","","https://www.nba.com/player/1631223/david-roddy",True,False,False,"https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png","March 27, 2001","2022 R1 Pick 23","2 Years",False
"Guy Rodgers","","","","","","","","https://www.nba.com/player/78003/HISTADD-guy-rodgers",False,False,True,"","","","",True
